#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1
     389       3.0522      10.3588,     389       3.2527       6.5913,     389       2.0455       7.7488,     389       2.3223       7.1794,     389       2.6090       4.2451,     389       2.6028       6.6023,     389       2.7701      10.8263,     389       2.0093       4.3717,     389       2.5328       7.4012,     389       1.9884       6.3749
     390       2.9551       9.6507,     390       3.2247       5.7551,     390       2.3018       7.6092,     390       2.5433       7.0464,     390       2.4592       4.3669,     390       2.5830       5.8409,     390       2.3926      10.4518,     390       1.8510       4.8539,     390       2.4765       6.2565,     390       1.9186       4.5091
     391       2.8326      10.1509,     391       2.9874       7.4633,     391       1.9407       7.3880,     391       2.5262       7.0355,     391       2.2076       2.9524,     391       2.8206       6.9360,     391       2.5615      14.2595,     391       2.0763       4.9185,     391       2.1762       6.3356,     391       1.9973       5.0782
     392       3.2156      11.0893,     392       3.7158       8.4307,     392       1.8390       7.1504,     392       2.2704       6.7437,     392       2.3550       4.4362,     392       2.6119       7.9167,     392       2.1696      10.1751,     392       2.1760       5.3260,     392       2.4249       6.9495,     392       2.1061       4.7480
     393       3.1421      11.6759,     393       3.1534       8.2064,     393       2.0082       8.4249,     393       2.6001       7.4632,     393       2.6947       4.2119,     393       2.3727       8.6106,     393       2.1152       9.4331,     393       2.1110       4.4118,     393       2.4383       5.5999,     393       2.1528       5.0753
     394       3.1576      12.6934,     394       3.0447       8.6477,     394       1.8933       7.9823,     394       2.7094       7.8529,     394       2.5349       4.6470,     394       2.7853       7.2053,     394       2.2370       9.6564,     394       2.2240       5.5632,     394       3.1885       5.8928,     394       2.3348       4.2658
     395       2.5234      12.0734,     395       3.5210       7.0174,     395       1.9035       7.2631,     395       2.4662       6.9309,     395       2.5332       5.2477,     395       2.4430       7.2346,     395       2.2735      11.8509,     395       2.3085       7.4801,     395       2.6165       6.4369,     395       2.2641       4.2153
     396       2.6957      10.4082,     396       3.7321       7.3684,     396       1.7068       5.5909,     396       2.6914       7.1658,     396       3.0555       4.9073,     396       2.2519       6.3924,     396       2.3142      12.1255,     396       2.2618       7.1930,     396       2.8798       6.6134,     396       2.4800       4.6791
     397       2.6922       9.9611,     397       3.8962       9.7426,     397       1.8517       5.9276,     397       2.3936       6.3248,     397       2.6326       4.8271,     397       2.0909       7.2576,     397       2.7548      12.6636,     397       2.4066       8.1877,     397       2.5179       5.6711,     397       2.1386       4.4860
     398       2.8331       9.3752,     398       3.7508       8.1572,     398       1.8240       5.7746,     398       2.3727       5.7344,     398       2.7095       5.9528,     398       2.3223       8.0479,     398       2.6132      13.2622,     398       2.5169       8.8059,     398       2.5345       6.8580,     398       2.1740       6.1682
     399       2.9295       9.2811,     399       4.5003      10.1026,     399       1.8898       5.4866,     399       2.4658       6.3068,     399       2.7537       5.7046,     399       2.3547       7.8872,     399       2.8443      12.5470,     399       2.5131       8.7104,     399       2.4173       5.9807,     399       2.1463       4.8186
     400       2.4477       9.6536,     400       4.1869      11.1338,     400       1.8110       5.5181,     400       2.6201       6.7337,     400       2.3877       3.6395,     400       2.3311       9.7788,     400       2.8400      11.6154,     400       2.2772       9.3937,     400       2.1904       6.1324,     400       2.4296       4.2886
     401       2.2665       7.8560,     401       3.8825       8.1167,     401       1.9806       6.4757,     401       2.5172       6.5715,     401       2.8077       3.3898,     401       2.4894       8.9262,     401       2.8092       9.2149,     401       2.2062      10.1821,     401       2.2456       7.2924,     401       2.1380       3.4855
     402       2.2023       7.5193,     402       3.9823      10.0123,     402       2.3009       6.7381,     402       2.6293       7.2251,     402       2.5612       4.1388,     402       2.3380       8.7285,     402       2.4038      10.0339,     402       2.2681      10.5251,     402       2.3172       7.3252,     402       1.8819       3.9516
     403       2.6418       8.6121,     403       3.8335      10.5924,     403       2.2694       6.1677,     403       2.5102       6.8384,     403       2.7022       3.2330,     403       2.5632       9.8464,     403       2.1413       9.5543,     403       2.3700      10.4342,     403       2.6269       6.8122,     403       1.8794       4.1627
     404       2.0528       8.6875,     404       4.4694      10.0584,     404       1.9085       5.8929,     404       2.2614       6.8356,     404       2.5108       4.5443,     404       2.2561       6.7635,     404       2.5554      11.2577,     404       2.5094       9.9888,     404       2.3078       7.3401,     404       1.9878       3.2634
     405       2.4439      11.0831,     405       3.7996       9.2883,     405       2.1597       5.5525,     405       2.5218       6.6393,     405       2.5909       4.0880,     405       2.3695       6.8131,     405       2.4785      10.7146,     405       2.2196       9.5468,     405       2.8149       7.4653,     405       2.2058       2.7953
     406       2.2594       9.7970,     406       3.4670       7.3874,     406       1.7072       6.9772,     406       2.4406       6.4442,     406       2.9389       3.4222,     406       2.2932       9.4244,     406       2.3976       9.1754,     406       2.6849       8.9143,     406       2.8229       8.2878,     406       1.8571       4.1976
     407       2.7687       9.1527,     407       3.8189       9.0247,     407       1.9531       6.7765,     407       2.5408       7.5926,     407       2.5875       4.0464,     407       2.1913       8.6759,     407       2.4179       8.8111,     407       2.3379       7.3849,     407       2.7642       7.0589,     407       1.8669       4.0502
     408       2.3152       8.2873,     408       3.5839       7.3127,     408       1.8530       7.2554,     408       2.5803       7.2674,     408       2.7411       5.5807,     408       2.2718       9.0799,     408       3.2040      10.0496,     408       2.3832       7.2444,     408       2.2767       6.1211,     408       1.7974       4.3498
     409       2.5086       9.5884,     409       3.8613       7.2908,     409       1.9255       5.3225,     409       2.7439       7.9123,     409       2.4032       4.9819,     409       2.0845       8.1824,     409       3.2277      11.4222,     409       2.5015       7.3389,     409       2.3819       6.4565,     409       1.7684       4.8933
     410       2.6144      10.6735,     410       3.0882       5.8439,     410       1.8646       4.8320,     410       2.3870       7.6525,     410       2.5579       4.5297,     410       2.0513       9.3439,     410       3.1419      11.6818,     410       2.7751       8.0964,     410       2.8109       5.9008,     410       2.1483       3.9332
     411       2.4301       9.7395,     411       3.6179       7.4803,     411       1.8881       5.4191,     411       2.2860       6.0355,     411       2.3723       5.8521,     411       2.3083       9.9758,     411       2.5175      13.1324,     411       2.3703       8.2969,     411       2.8362       5.4957,     411       1.9864       3.6872
     412       1.9621       8.5899,     412       4.0418       9.4133,     412       2.0979       5.8078,     412       2.0922       6.6750,     412       2.5453       5.8065,     412       2.2712       9.9289,     412       2.6028      14.4935,     412       2.6664       9.1045,     412       2.5223       7.2540,     412       2.0328       4.1864
     413       2.3922       9.0464,     413       4.5237      11.3408,     413       1.7567       5.5901,     413       2.1075       7.0606,     413       2.5833       5.1250,     413       2.1221      10.0891,     413       2.7859      11.6770,     413       2.7226       9.0353,     413       2.9160       6.3898,     413       1.8418       4.3176
     414       2.6079       8.7757,     414       4.0387      10.4695,     414       1.9145       4.6068,     414       2.0469       6.6211,     414       2.9036       5.3604,     414       2.3229      10.3099,     414       3.3172      12.4303,     414       2.5385       9.0685,     414       2.8538       6.8176,     414       2.0939       4.3592
     415       2.7968       9.0781,     415       3.8314       9.6302,     415       2.0085       4.1235,     415       1.9578       7.1976,     415       3.1747       6.2392,     415       2.0161       7.9237,     415       3.1747      12.0872,     415       2.7358       9.5904,     415       2.6575       7.8481,     415       1.9081       4.0047
     416       2.9756       7.3851,     416       4.1667      10.7565,     416       1.9687       4.8489,     416       1.9415       8.0491,     416       3.3788       5.7891,     416       2.0658       9.3363,     416       2.9029      13.4265,     416       2.6112      11.1820,     416       2.4283       7.9837,     416       2.0424       4.8357
     417       3.1411       9.6394,     417       4.0760      11.5286,     417       2.0533       4.6894,     417       2.4456       8.9680,     417       3.5349       7.8455,     417       1.9360       8.4012,     417       2.8529      13.1455,     417       2.7281      11.7800,     417       2.4311       8.5377,     417       2.1003       3.1597
     418       3.0658      11.0078,     418       4.4605      11.4142,     418       1.9324       4.5382,     418       2.3932       8.4116,     418       3.4065       5.9440,     418       1.9851       9.4929,     418       2.8495      13.2987,     418       2.6756      10.5388,     418       2.3861       7.0543,     418       2.0065       3.3187
     419       3.0822       9.9330,     419       4.5318      12.8410,     419       1.8682       4.9186,     419       1.9334       7.3836,     419       3.3776       4.8057,     419       2.2451       9.4767,     419       2.9830      12.6312,     419       2.5004      11.1652,     419       2.1028       6.0629,     419       2.2839       2.7196
     420       3.2305      13.8693,     420       4.0548      13.0712,     420       1.7548       5.6781,     420       2.2373       7.4697,     420       3.1453       6.2835,     420       2.0233       9.8504,     420       3.4351      11.6024,     420       2.5393      12.0491,     420       1.8404       6.8111,     420       2.1176       4.7036
     421       2.8264      10.3835,     421       4.7948      12.4883,     421       1.8750       4.5975,     421       1.9966       7.6420,     421       2.7167       5.2664,     421       2.1731       9.6710,     421       3.1565      11.0705,     421       2.3171      12.4755,     421       2.3501       7.6363,     421       2.2836       4.0146
     422       2.6229       7.0632,     422       3.6938      10.9379,     422       2.0148       4.6135,     422       1.8491       7.4512,     422       2.5603       6.5948,     422       2.1935      10.4459,     422       3.3109      11.1272,     422       2.7601      10.3539,     422       2.2068       7.3518,     422       2.2529       4.8026
     423       2.6547       9.1261,     423       3.3696       9.1500,     423       2.1066       4.1581,     423       2.0226       6.7961,     423       3.0728       7.3139,     423       2.2857       9.7427,     423       2.9984       9.7532,     423       2.8963      11.0346,     423       2.2854       6.3447,     423       2.2456       5.1556
     424       3.0012       8.7431,     424       3.2274       9.3347,     424       2.1810       4.1986,     424       2.0652       7.8542,     424       3.1440       7.6233,     424       1.8598       9.7944,     424       3.3374      11.7808,     424       2.6866      10.7935,     424       2.3901       6.6322,     424       2.2970       6.2314
     425       2.9999       7.9141,     425       3.3708       9.5992,     425       2.1698       4.0752,     425       1.6874       6.8628,     425       3.0051       8.0586,     425       1.8941       8.5094,     425       2.9393      12.9646,     425       2.7785      11.2632,     425       2.2663       6.6131,     425       1.9881       8.0271
     426       2.7231       7.6995,     426       3.0267       9.2404,     426       2.1888       4.2607,     426       1.7952       7.3418,     426       3.0238       8.4139,     426       1.8029       8.9923,     426       3.1156      11.3466,     426       2.5028       9.1475,     426       1.9680       6.8149,     426       1.8221       7.4900
     427       2.4773       9.2837,     427       3.0113      10.1786,     427       2.3204       4.6412,     427       2.0787       7.0681,     427       2.7942      10.8066,     427       2.0473       9.7855,     427       3.5185      12.3294,     427       2.4357      10.6412,     427       2.7795       8.0129,     427       2.0355       6.5047
     428       2.8412       8.5334,     428       3.1605       9.0809,     428       1.9554       4.7546,     428       2.2585       6.6396,     428       2.7161      10.4665,     428       1.9986       8.1106,     428       3.1769      12.7846,     428       2.6470      11.3877,     428       2.6524       8.1065,     428       2.0532       6.8533
     429       2.6982       7.8033,     429       2.7938       6.1603,     429       1.9351       4.1336,     429       2.1307       5.7558,     429       2.6953      10.8043,     429       2.1709       8.7172,     429       2.7820      11.3074,     429       2.4926       8.8432,     429       2.4850       7.1694,     429       2.3971       5.9363
     430       2.3521       6.8572,     430       2.6670       6.2442,     430       2.1600       3.8343,     430       2.1995       5.4376,     430       2.6018      11.6575,     430       1.7861       9.3631,     430       2.6315      11.4638,     430       2.5994      11.5316,     430       2.0911       8.1202,     430       2.0983       4.9891
     431       2.1989       7.9398,     431       2.3870       9.1118,     431       2.1569       3.3805,     431       2.3757       6.5682,     431       2.5684      11.1738,     431       1.7796       9.8059,     431       2.4792       9.2182,     431       2.5825      12.7997,     431       2.2446       8.2228,     431       2.3041       6.5413
     432       2.2144       9.5888,     432       3.8297       9.6055,     432       2.3571       4.1380,     432       2.3455       5.2275,     432       2.8476      11.7427,     432       1.8205      10.3225,     432       2.9095      10.4285,     432       2.6476      12.2740,     432       2.5463       8.6168,     432       2.5093       5.8835
     433       2.4294      11.3630,     433       3.1540      11.1173,     433       1.8505       3.2196,     433       2.3581       6.6605,     433       2.4950      10.5314,     433       1.7422       8.9478,     433       2.4941       9.7715,     433       2.5200      12.0932,     433       2.3989       8.4546,     433       2.5490       6.5460
     434       2.4549      11.0355,     434       3.3621      10.2954,     434       2.0781       3.7116,     434       2.2354       6.3587,     434       2.7942      12.3444,     434       1.8310       8.4108,     434       2.4440      11.0225,     434       2.7558      12.1314,     434       2.3896       8.1884,     434       3.0482       7.8648
     435       2.5747      10.0509,     435       3.4382      10.2074,     435       2.3526       3.5406,     435       2.0083       6.8751,     435       3.0407      13.1259,     435       1.7951       9.5532,     435       2.6149      11.0166,     435       2.5439      12.2984,     435       2.1943       9.0161,     435       2.7192       7.1131
     436       2.6059       8.3249,     436       3.6994      10.4350,     436       1.8246       2.4358,     436       2.0281       7.1450,     436       2.4341      13.0535,     436       2.0125       9.2622,     436       2.6781      12.1305,     436       2.6225      11.3454,     436       2.4503       6.6425,     436       2.7758       9.5107
     437       2.2535       7.9731,     437       3.5509       8.3023,     437       1.9181       2.9929,     437       2.2886       6.0407,     437       2.8171      11.8333,     437       2.0420      10.2912,     437       2.6700      10.7510,     437       2.4933      12.0056,     437       2.5656       6.3715,     437       3.2547       9.6439
     438       2.8363       7.5787,     438       3.3336       7.2419,     438       1.7314       3.9930,     438       2.3417       6.6597,     438       2.6203      11.3448,     438       2.2981       9.8666,     438       2.4987       9.4736,     438       2.7130      10.6943,     438       2.3291       6.6118,     438       2.8151       9.0153
     439       2.5160       6.8906,     439       3.7216       8.2130,     439       1.9214       2.2716,     439       2.0670       6.0607,     439       2.7086      14.3044,     439       2.3298      11.5768,     439       2.5375       9.6397,     439       2.9421       8.7871,     439       2.4756       6.4395,     439       3.0522       9.1803
     440       2.8269       6.5715,     440       3.1844       8.7671,     440       1.8914       2.5756,     440       2.3615       5.0768,     440       2.7113      11.7028,     440       2.3792      10.5712,     440       2.1620       7.5225,     440       2.7979       8.6872,     440       2.3776       6.6456,     440       2.8436       8.2195
     441       2.8588       8.1327,     441       3.2736       9.5754,     441       2.1374       4.1803,     441       2.3997       4.2314,     441       3.1783      12.1153,     441       2.5802      13.1655,     441       2.2630       8.4039,     441       3.1812       9.9755,     441       2.7084       7.7732,     441       2.9382       5.7362
     442       2.5472       7.0551,     442       2.6802       6.8402,     442       1.7925       3.2855,     442       2.4168       4.3074,     442       3.5371      14.5326,     442       2.3781      11.7431,     442       2.4795       9.0705,     442       2.9701       9.6511,     442       2.7421       7.5585,     442       2.8582       5.7848
     443       2.8725       6.8086,     443       2.9408       7.0691,     443       1.7888       3.8033,     443       2.4048       4.5468,     443       2.8472      13.0077,     443       2.9472      10.1430,     443       2.2125       7.5676,     443       3.0405       9.2055,     443       2.6514       7.6855,     443       2.8688       5.4240
     444       2.8501       8.8098,     444       2.7606       5.6741,     444       1.6926       3.5285,     444       2.5129       5.6882,     444       3.2074      13.6432,     444       2.5862      10.8855,     444       2.2611       7.4473,     444       2.9403       9.2069,     444       2.4153       8.2793,     444       3.0532       5.5822
     445       2.5012       8.1874,     445       2.8778       5.2002,     445       1.6872       3.3241,     445       2.9352       5.0955,     445       2.7964      11.6933,     445       2.4175      10.3906,     445       2.7241       9.7622,     445       3.0549       7.4744,     445       2.9877       8.1536,     445       3.1811       5.3401
     446       2.5726       7.3591,     446       2.6501       4.7271,     446       1.7844       4.1186,     446       2.5702       5.5468,     446       2.6877      12.2955,     446       2.5321      11.1623,     446       2.1290       8.2624,     446       2.7463       9.4631,     446       2.7694      10.1889,     446       3.0187       7.7344
     447       2.5904       6.9737,     447       2.4552       4.5561,     447       1.7066       4.0377,     447       2.2167       5.7556,     447       2.9198      10.2504,     447       2.5070      11.5883,     447       2.4194       9.9369,     447       2.6607      10.3193,     447       2.8293       8.2598,     447       3.0958       6.8000
     448       2.9587       8.0207,     448       2.5810       5.5445,     448       1.9447       3.5388,     448       2.2179       6.4883,     448       2.4638       9.0764,     448       2.1959       8.9108,     448       2.5756      10.7028,     448       2.7193      11.1687,     448       2.5294       8.4125,     448       2.6939       6.7326
     449       3.0305       7.9093,     449       2.6777       4.6243,     449       2.0658       3.4834,     449       2.4692       5.1638,     449       2.2531       9.5146,     449       2.2605      10.8061,     449       2.3946      10.7139,     449       2.9394      10.2870,     449       2.7352       7.8538,     449       2.6273      10.5173
     450       2.9778       8.5806,     450       2.9620       4.8462,     450       2.2674       4.0886,     450       2.4289       4.9556,     450       2.8967      11.7126,     450       2.4279      10.6377,     450       2.8294      11.9214,     450       2.8386      11.0230,     450       2.5049       7.6848,     450       2.7062       9.6733
     451       2.8418       7.3127,     451       2.6050       6.6392,     451       2.1972       3.2837,     451       2.6021       6.2472,     451       2.7280      10.1013,     451       2.0504      14.0947,     451       2.7206      13.1711,     451       2.7204      11.2377,     451       2.2661       8.6396,     451       2.6180      11.5765
     452       2.8532       7.6423,     452       2.8253       5.8042,     452       2.3500       4.3724,     452       2.5995       6.1884,     452       2.8715      11.7291,     452       2.0137      14.6825,     452       3.1366      14.4275,     452       3.2254      12.7465,     452       2.3364       7.6164,     452       2.8020      11.0167
     453       2.7018       8.1570,     453       3.1675       6.5815,     453       2.2969       4.3521,     453       2.5412       5.5299,     453       2.7762      10.5801,     453       2.2566      14.8815,     453       2.9503      13.4529,     453       2.7374      11.8205,     453       2.6202       7.9161,     453       2.5138       8.8732
     454       2.3599       6.0122,     454       2.9566       5.7101,     454       2.0556       5.2670,     454       2.5168       5.8087,     454       2.6124       8.3151,     454       2.5203      13.0246,     454       3.0608      12.9919,     454       2.9235      13.0040,     454       2.1748       9.3011,     454       2.5183       7.5237
     455       2.8536       6.7116,     455       3.1456       6.2250,     455       2.3306       4.0310,     455       2.6915       5.7854,     455       3.0582       7.9238,     455       2.6250      13.3449,     455       3.2086      12.9830,     455       2.6813      13.6757,     455       2.1715       8.4565,     455       2.4965       9.1521
     456       2.5706       9.0480,     456       3.0620       6.2335,     456       2.7671       4.6431,     456       2.5597       6.4540,     456       2.5240       8.2440,     456       3.0373      12.4807,     456       2.7796      13.0785,     456       2.6329      13.9581,     456       2.2997       7.5646,     456       3.0174      12.5672
     457       2.3854       8.1694,     457       2.9043       4.8061,     457       2.3615       5.5698,     457       2.9329       8.3355,     457       2.2798       8.8045,     457       2.6815      11.9207,     457       3.1838      13.8498,     457       3.2045      11.7213,     457       2.6178       7.6313,     457       3.3953      11.8714
     458       2.6473       8.4299,     458       3.8661       5.2985,     458       2.5753       4.1404,     458       2.4113       7.8495,     458       2.3165       7.3479,     458       2.6700      11.8369,     458       2.8417      14.4831,     458       3.3912      11.0223,     458       2.4592       9.5529,     458       3.3721      12.2483
     459       2.9389       7.9662,     459       3.2294       4.5678,     459       2.9084       4.3874,     459       2.5883      10.3976,     459       2.5622      10.9686,     459       2.4845      12.1708,     459       3.4236      13.3309,     459       2.9965      11.6318,     459       2.2802       7.4475,     459       2.9678      11.9664
     460       3.1606       9.2374,     460       3.2387       4.5622,     460       2.4935       4.8124,     460       3.1177       9.6566,     460       2.8395      12.7932,     460       2.9053      12.4354,     460       3.2167      13.4284,     460       3.1739      12.0914,     460       3.3564       8.9766,     460       2.7997      12.1187
     461       2.6919       9.9059,     461       3.3774       3.9273,     461       2.3001       4.9181,     461       2.6557       8.7108,     461       2.5138      10.8169,     461       2.7858      12.0179,     461       2.8519      12.4989,     461       3.6892      11.5619,     461       3.2876       9.6440,     461       2.9087      12.0063
     462       3.0717       9.5374,     462       3.5359       4.3898,     462       2.5452       4.9228,     462       2.6651       8.1749,     462       2.8321      10.8582,     462       2.9678      10.3520,     462       2.8086      12.0454,     462       3.1914      13.4069,     462       3.2048      10.3428,     462       2.5683       9.5253
     463       3.1892       7.5165,     463       3.7649       5.4957,     463       1.8749       3.7479,     463       2.4888       7.7080,     463       2.9388      12.2370,     463       3.4436      10.6132,     463       2.6362      10.4599,     463       2.7872      12.1772,     463       2.9182       9.0724,     463       2.5114       7.3830
     464       3.1729       6.0582,     464       3.4547       4.5036,     464       2.0231       4.4932,     464       2.8735       7.4942,     464       2.8438      11.1035,     464       3.1584      10.4179,     464       2.9880      11.9840,     464       2.8935      10.0325,     464       3.2406      10.5942,     464       2.7871       8.6270
     465       3.1784       4.3124,     465       2.6530       4.8008,     465       2.2489       4.8128,     465       2.4437       6.7280,     465       2.5097       9.3255,     465       3.2262       8.7553,     465       2.9271      13.6520,     465       2.6193      13.0174,     465       3.1639       9.4959,     465       2.3926       6.9652
     466       2.8789       3.9789,     466       2.7467       3.7499,     466       2.2866       4.2571,     466       3.0029       5.5843,     466       2.7822       7.4780,     466       3.7103      10.0177,     466       2.8002      13.4794,     466       2.5465      13.3519,     466       2.9682       9.0257,     466       2.7880       7.9866
     467       2.7446       3.9651,     467       2.9934       4.6515,     467       2.6261       5.0543,     467       2.9827       5.2244,     467       2.6824       6.9342,     467       3.4649       9.5488,     467       2.9143      12.2375,     467       3.0271      10.9451,     467       3.4807      10.4081,     467       2.5801       8.2140
     468       2.5746       4.5686,     468       2.9257       5.2357,     468       2.4871       4.2415,     468       2.9226       4.9653,     468       2.5605       6.6001,     468       2.8134      10.2308,     468       3.7926      13.1901,     468       2.7607      10.2154,     468       3.4023       9.6623,     468       2.6672       9.1252
     469       2.6057       6.3279,     469       3.0606       4.7955,     469       2.0956       4.5775,     469       3.3081       5.2613,     469       2.4152       8.2334,     469       3.1025       9.2242,     469       3.7740      11.5741,     469       2.6640      11.2272,     469       3.1136      10.7136,     469       2.3048      10.3464
     470       2.8755       3.7959,     470       2.7082       4.6000,     470       2.1438       4.7355,     470       3.1430       4.2767,     470       2.9980       9.0020,     470       3.2354       8.8524,     470       3.6789      11.0471,     470       2.5727      11.5193,     470       2.7989      10.5910,     470       2.6709      10.6407
     471       2.7938       4.0811,     471       3.2109       5.2575,     471       1.9832       4.6489,     471       3.2205       4.5127,     471       3.3445       9.3140,     471       2.9577       8.8856,     471       3.1137      12.9869,     471       2.6956      10.3886,     471       2.6168      10.5807,     471       2.5922       9.7132
     472       3.2429       6.5966,     472       3.0353       5.4576,     472       2.1910       4.4506,     472       2.9201       5.7707,     472       3.0799       8.3587,     472       3.0845       8.1915,     472       3.2422      11.7514,     472       2.4607       9.7795,     472       3.0252       9.0150,     472       2.3396       7.8703
     473       2.8060       8.0021,     473       2.6795       5.0997,     473       2.4188       3.9835,     473       3.2378       7.2874,     473       3.5296       9.8928,     473       3.7598       9.0174,     473       2.6528      11.6397,     473       2.7647       8.8113,     473       2.8423       8.3513,     473       2.3028       8.6758
     474       3.0424       7.0762,     474       3.1109       6.6790,     474       2.0702       3.7836,     474       2.6194       5.7337,     474       2.8295       9.1995,     474       4.0433       8.9721,     474       2.5889      10.4691,     474       3.0328       7.8944,     474       3.3861       9.6741,     474       2.6777       8.8542
     475       2.7339       8.0536,     475       3.0299       7.0836,     475       2.2382       4.5369,     475       2.7379       7.4072,     475       3.0210      10.0971,     475       3.3468       9.0739,     475       2.7040      11.2978,     475       2.7628       7.2005,     475       3.8904      10.0644,     475       2.6706       5.5176
     476       2.6081       3.8956,     476       2.8467       7.0083,     476       2.4731       5.9716,     476       2.7405       6.9415,     476       3.7850      10.7450,     476       3.4262       7.9968,     476       2.4587       7.5316,     476       3.0387       7.4345,     476       3.0453       9.7066,     476       2.1090       4.7294
     477       2.4076       5.4127,     477       3.3874       7.8808,     477       2.7581       5.8141,     477       2.3809       8.4445,     477       3.1215      11.8027,     477       3.1764       6.7830,     477       2.8918       7.9338,     477       2.2061       7.0747,     477       2.9721      10.2039,     477       2.2322       3.3572
     478       2.5793       6.4301,     478       3.4007       7.2266,     478       2.2018       6.2818,     478       2.2813       7.2025,     478       3.6690      14.1334,     478       2.8727       5.4543,     478       2.7951       9.4951,     478       2.7145       7.3394,     478       2.9215      11.0061,     478       2.3805       4.2550
     479       2.5828       5.9375,     479       3.4382       8.9403,     479       1.8398       4.6577,     479       3.0629       9.9302,     479       3.1932      12.8081,     479       3.6693       7.8642,     479       2.4604      10.5224,     479       2.1365       7.4129,     479       3.1343      10.2389,     479       2.0706       3.2293
     480       2.5247       5.7119,     480       3.2274       8.9102,     480       2.5432       5.0094,     480       2.7307       6.4048,     480       3.1401      10.8703,     480       3.2246       6.9693,     480       2.4965      10.2312,     480       2.7430       7.7076,     480       3.8953      10.7375,     480       2.1024       4.3272
     481       3.0320       7.0890,     481       3.4542       8.3362,     481       2.3155       4.7639,     481       2.5450       5.4298,     481       2.6381      11.5959,     481       3.4028       8.5923,     481       2.4869       9.4566,     481       2.4145       7.3415,     481       3.7650      10.1492,     481       2.1867       4.0163
     482       3.4295       8.0069,     482       3.5018       9.4251,     482       2.2736       4.1247,     482       2.8739       5.4620,     482       2.5875      11.4866,     482       3.1871       8.6318,     482       2.7010       7.8962,     482       2.2575       7.6990,     482       3.5966      10.2385,     482       2.3480       4.3344
     483       2.8246       8.9991,     483       3.4977       9.4908,     483       1.7535       4.6141,     483       2.7032       5.2831,     483       2.4914      11.8211,     483       3.4679       9.5892,     483       2.4378       7.5373,     483       2.4342       6.6578,     483       3.3458      11.6122,     483       2.5101       5.3357
     484       2.7697       6.1256,     484       3.5149       8.9466,     484       2.2901       5.0239,     484       2.8164       5.0809,     484       2.7481      12.5245,     484       3.4903       8.4428,     484       2.9365       6.5272,     484       2.5635       7.3037,     484       3.1834      11.3832,     484       2.2846       6.2952
     485       3.0079       7.9966,     485       3.2781       8.7676,     485       2.2490       4.1585,     485       2.4801       6.5893,     485       2.8165      14.1339,     485       3.2876       9.4315,     485       2.9441       8.0098,     485       2.6383       8.3541,     485       3.0764      10.9474,     485       2.4309       6.7996
     486       2.8008       7.4242,     486       3.8953       9.2633,     486       1.9711       4.9879,     486       2.8166       5.9039,     486       3.1144      14.0716,     486       3.7464       9.7891,     486       2.7854       9.8511,     486       2.8099      10.0145,     486       3.3893      11.5337,     486       2.3284       5.9262
     487       3.1389       7.7333,     487       3.2954       9.3661,     487       1.9524       4.8181,     487       2.7781       4.6473,     487       3.2047      14.0670,     487       3.2219       6.8683,     487       2.7363       8.5750,     487       2.5887       9.5444,     487       3.1497      10.5270,     487       2.4256       7.3148
     488       3.9492       6.4528,     488       3.3779       8.7429,     488       2.0044       3.8844,     488       2.4257       5.1091,     488       3.4297      16.0729,     488       3.8913      10.8482,     488       3.4094      11.0581,     488       2.2489      12.6823,     488       2.7404      10.3657,     488       3.1071       8.6495
     489       3.2369       6.3822,     489       3.4326       9.2332,     489       2.1092       3.7891,     489       2.6622       4.6260,     489       3.5460      14.1292,     489       3.5441      12.1665,     489       3.3212       9.3689,     489       2.3725      10.2465,     489       3.1011       9.6800,     489       2.9077       5.9851
     490       3.0076       7.4938,     490       3.3931      10.3186,     490       2.1772       4.6861,     490       2.4858       3.9898,     490       3.2351      16.4951,     490       3.8253      13.7608,     490       3.2639      10.0413,     490       2.4647      10.7671,     490       3.2444       9.2414,     490       2.8866       5.4548
     491       3.2446       8.0536,     491       3.8700       9.6384,     491       2.2283       5.1433,     491       2.5828       4.1319,     491       3.8483      17.2557,     491       3.9672      14.0919,     491       3.3444       9.6992,     491       2.8131      10.7186,     491       2.7408       8.0055,     491       3.1821       6.3884
     492       2.6553       5.5867,     492       3.3916       9.6263,     492       1.9699       3.7500,     492       2.4531       2.8561,     492       3.3822      13.4165,     492       4.4373      11.2229,     492       3.5787       8.2781,     492       2.5449      10.3490,     492       2.8230       8.2533,     492       2.8812       7.7289
     493       2.8161       4.7720,     493       3.7184      10.3517,     493       2.0497       6.1444,     493       2.0295       4.4004,     493       3.3645      13.3128,     493       3.9161      11.3988,     493       3.9023       8.3585,     493       2.5552      10.3511,     493       3.3479       9.0263,     493       3.0867       6.3925
     494       2.9274       4.7641,     494       3.3214      10.9913,     494       2.3822       5.1434,     494       2.5595       5.7871,     494       2.8491      12.6609,     494       3.5684       9.2790,     494       3.1452       7.7974,     494       2.6928       8.5346,     494       2.9001       8.4041,     494       2.9011       6.6253
